강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간
Software Testing : Learn Manual/QA Testing + ISTQB CTFL Help,https://www.udemy.com/course/software-testing-and-career-in-qa/,Engineering Mentor,4.3160157,743,4684,60,6.5시간
SOFTWARE TESTING MASTERCLASS-2022-JIRA | AGILE | API Testing,https://www.udemy.com/course/software-manualtesting/,Testing World,4.45243,738,4246,121,14시간
Unit testing your Javascript with jasmine,https://www.udemy.com/course/unit-testing-your-javascript-with-jasmine/,Juan Lizarazo,3.6926239,720,4795,86,6시간
Step by Step Rest API Testing using Python + Pytest +Allure,https://www.udemy.com/course/api-testing-python/,Testing World Infotech,4.4089117,713,4212,195,28.5시간
JMETER - Master Performance & Load Testing(Basics + Advance),https://www.udemy.com/course/jmeter-tutorial/,Rahul Arora,4.0749316,697,4364,66,32시간
Spring Boot Fundamentals with Unit Testing (MockMVC/Mockito),https://www.udemy.com/course/spring-boot-fundamentals-with-unit-testing-mockmvcmockito/,Rahul Shetty,4.610699,661,4974,47,8시간
The Complete Quality Assurance Course- Learn QA from Scratch,https://www.udemy.com/course/the-complete-quality-assurance/,Victor Gorinov,4.416909,653,6940,88,9.5시간
Get Expertise in Database Testing(SQL) + Linux for Testers,https://www.udemy.com/course/sql-for-testers/,Automation World,4.36403,648,4218,177,18시간
Automation framework with Selenium Java (Advanced),https://www.udemy.com/course/automation-framework-with-selenium/,Karthik KK,4.242527,624,4059,110,13시간
Advanced Automation Testing with Quick Test Pro (QTP) or UFT,https://www.udemy.com/course/automation-testing-using-quick-test-pro-qtp-training/,QAEversity .,3.8005702,588,3916,49,8시간
Ansible Automation For Beginners to Advance - Step by Step,https://www.udemy.com/course/ansible-the-complete-automation-hands-on-guide-devops-beginners/,Up Degree,3.2029648,565,15414,40,4시간
Load Testing Using HP LoadRunner 12,https://www.udemy.com/course/loadrunner12/,Mentors Net,4.0081654,544,2818,91,11시간
Mastering SmartBear TestComplete,https://www.udemy.com/course/mastering-smartbear-testcomplete/,Lino Tadros,4.274258,540,2134,46,9.5시간
Java Design Patterns & Devops to build Selenium Framework,https://www.udemy.com/course/selenium-design-patterns-framework-design/,Rahul Shetty,4.584512,539,5548,49,7시간
Complete Cucumber Framework for BDD,https://www.udemy.com/course/cucumber-framework-for-behavior-driven-development/,Tim Short,4.483839,537,2854,34,2.5시간
Katalon Studio Beginners - Hands-on Training,https://www.udemy.com/course/katalon-studio-beginners-hands-on-training/,Raghav Pal,4.6125145,526,2086,63,10.5시간
Software testing and Automation of APIs with UFT/QTP,https://www.udemy.com/course/software-testing-api-testing-101-with-uft/,QTP  Tutorial,3.8189483,511,3540,115,4.5시간
BDD in C# - using Specflow (Cucumber) to develop a REST API and automate software testing,https://www.udemy.com/course/bdd-in-c-using-specflow-cucumber-to-develop-a-rest-api/,Binary Brain,3.6939175,508,5781,12,1.5시간
Angular automation with Protractor + Typescript + Cucumber,https://www.udemy.com/course/protractor/,Karthik KK,4.5932174,500,2775,47,7시간
DOCKER | Step by Step for Beginners | with Sample Project,https://www.udemy.com/course/what-is-docker-step-by-step-for-beginners/,Raghav Pal,3.8837006,494,7482,23,5시간
Performance Testing Using Locust 1.0,https://www.udemy.com/course/performance-testing-using-locust/,Anuradha Agarwal,4.0622387,492,2662,59,7.5시간
Software Testing :Effective Test Case Writing & Formatting,https://www.udemy.com/course/test-case/,Testing World,4.3103685,488,1879,23,1.5시간
"Instant Test Driven Development with Java, JUnit and Mockito",https://www.udemy.com/course/instant-test-driven-development-with-junit/,Ashley Frieze,3.9606886,488,3949,49,4시간
Job oriented - Practical Software QA Testing,https://www.udemy.com/course/job-oriented-practical-software-qa-testing/,Neil De Odhar,4.541939,487,2356,12,7.5시간
Java Lambda & Streams [Examples With Selenium WebDriver],https://www.udemy.com/course/java-8-and-beyond-for-testers/,Vinoth Selvaraj,4.446048,476,3833,192,13시간
Test Automation with Katalon Studio (Selenium WebDriver),https://www.udemy.com/course/automation-testing-using-katalon-studio-selenium-webdriver/,Abode QA,4.8603926,475,2935,101,10.5시간
Mobile Testing Masterclass (2022) From The Beginning,https://www.udemy.com/course/mobile-testing-masterclass-from-the-beginning/,Ozan Ilhan,4.352291,467,3253,46,3시간
ISTQB Agile Tester Sample Exams,https://www.udemy.com/course/istqb-agile-tester-sample-exams/,Tarek Roshdy,4.354646,467,6377,0,239개의 질문
Selenium WebDriver and Design Patterns,https://www.udemy.com/course/selenium-webdriver-and-design-patterns/,Vinoth Selvaraj,4.447305,458,3380,106,7.5시간
PowerUp Automation with Unified Functional Testing/UFT ,https://www.udemy.com/course/introducing-automation-with-unified-functional-testinguft/,QAEversity .,3.252142,449,4194,19,1.5시간
Quality Assurance Mastery - Manual Software Testing,https://www.udemy.com/course/quality-assurance-manual/,Victor Gorinov,4.4923124,441,8823,21,2시간
Testing React apps with React Testing Library (RTL),https://www.udemy.com/course/testing-react-apps-with-react-testing-library-rtl/,David Armendáriz,4.3103533,436,2180,25,2.5시간
API Testing : REST API Testing using Python for Beginners,https://www.udemy.com/course/rest-api-rest-api-testing-using-python-for-beginners/,Prathap G,4.576847,428,5842,31,4.5시간
Linux(Unix) Command with Shell Scripting-Must for Testers/QA,https://www.udemy.com/course/unixfortesters/,Automation World,4.2487597,423,2247,107,10.5시간
Selenium in Java - Setup Simple Test Automation Framework,https://www.udemy.com/course/selenium-in-java-taf-for-beginners-learnit/,Tigran Ter-Karapetyants,4.275247,420,81826,24,4시간
Test Automation Framework [ Spring Boot + Selenium + BDD ],https://www.udemy.com/course/cucumber-with-spring-boot/,Vinoth Selvaraj,4.60925,402,2977,161,10.5시간
Expert's Practical Guide of API Testing using Postman-2022,https://www.udemy.com/course/testing-using-postman/,Testing World,4.7137675,392,2927,111,13.5시간
