강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간
"Software Development From A to Z - OOP, UML, Agile, Python",https://www.udemy.com/course/software-development-from-a-to-z/,Karoly Nyisztor • Professional Software Architect,4.5701585,1674,8564,105,5.5시간
gRPC [Java] Master Class: Build Modern API & Micro services,https://www.udemy.com/course/grpc-java/,Clément Jean,4.563488,1653,13224,57,3.5시간
Learn to Develop for Cloud with Pivotal Cloud Foundry,https://www.udemy.com/course/learn-to-develop-for-cloud-with-pivotal-cloud-foundry/,Niyazi Erdogan,3.0661473,1649,7563,41,2.5시간
Qt 5 C++ GUI Development For Beginners : The Fundamentals,https://www.udemy.com/course/qt-c-gui-tutorial-for-complete-beginners/,Daniel Gakwaya,4.578816,1641,7900,76,14.5시간
Getting Started with .NET Core Clean Architecture,https://www.udemy.com/course/getting-started-with-net-core-clean-architecture/,Manish Narayan,4.4259043,1624,7485,64,4시간
[NEW] Amazon ECS & Fargate Master Class - Docker on AWS,https://www.udemy.com/course/aws-ecs-fargate/,"Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor",4.527325,1605,14607,70,10.5시간
Data Structures & Algorithms Essentials using C++ (2022),https://www.udemy.com/course/cpp-data-structures-algorithms-prateek-narang/,Prateek Narang,4.5682826,1599,8800,243,27시간
"ROS For Beginners (ROS Noetic, Melodic, Kinetic)",https://www.udemy.com/course/ros-for-beginners/,Edouard Renard,4.508234,1562,5940,71,6시간
The Complete GitHub Actions & Workflows Guide,https://www.udemy.com/course/github-actions/,Ali Alaa,4.4597445,1560,10592,63,8시간
Akka Essentials with Scala | Rock the JVM,https://www.udemy.com/course/akka-essentials/,Daniel Ciocîrlan,4.743932,1550,8286,36,13시간
Apache Spark 3 - Spark Programming in Scala for Beginners,https://www.udemy.com/course/apache-spark-programming-in-scala/,Prashant Kumar Pandey,4.539946,1544,8317,63,7시간
Data Visualization with Kibana,https://www.udemy.com/course/data-visualization-with-kibana/,Bo Andersen,4.545385,1526,10281,58,5.5시간
Apache Kafka - Real-time Stream Processing (Master Class),https://www.udemy.com/course/kafka-streams-real-time-stream-processing-master-class/,Prashant Kumar Pandey,4.643576,1509,10134,78,11시간
OAuth 2.0 in Spring Boot Applications,https://www.udemy.com/course/oauth2-in-spring-boot-applications/,Sergey Kargopolov,4.611038,1501,12090,186,11시간
RabbitMQ: The Complete Guide with Software Architecture Applications,https://www.udemy.com/course/rabbitmq-the-complete-guide-with-software-architecture-applications/,Binary Brain,3.5697985,1465,7072,14,1.5시간
DevOps: CI/CD using AWS CodePipeline & Elastic Beanstalk,https://www.udemy.com/course/devops-automation-aws-codepipeline-elastic-beanstalk/,Ali Rizavi,4.472443,1395,14404,62,4.5시간
