강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간
The Complete Android 12 & Kotlin Development Masterclass,https://www.udemy.com/course/android-kotlin-developer/,Denis Panjuta,4.557642,6488,33450,298,47.5시간
iOS 9 and Swift 2: From Beginner to Paid Professional™,https://www.udemy.com/course/ios9-swift/,Mark Wahlbeck,4.103934,5686,37107,177,51시간
Android App Development Masterclass using Kotlin,https://www.udemy.com/course/android-oreo-kotlin-app-masterclass/,Tim Buchalka,4.3036757,5505,36942,382,62시간
React Native: Advanced Concepts,https://www.udemy.com/course/react-native-advanced/,Stephen Grider,4.217812,5095,46824,150,16.5시간
Flutter & Dart - The Complete Flutter App Development Course,https://www.udemy.com/course/flutter-dart-the-complete-flutter-app-development-course/,"Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor",4.366578,4683,21954,226,26시간
iOS 11 & Swift 4: From Beginner to Paid Professional™,https://www.udemy.com/course/devslopes-ios11/,Mark Wahlbeck,3.9914067,4542,39973,187,43.5시간
Dart and Flutter: The Complete Developer's Guide,https://www.udemy.com/course/dart-and-flutter-the-complete-developers-guide/,Stephen Grider,4.522492,4506,24860,402,31시간
The Complete Android S + Java Developer Course™ : 2022,https://www.udemy.com/course/java-android-complete-guide/,Morteza Kordi,4.3440666,4171,33001,790,185시간
The Complete iOS 11 & Swift Developer Course - Build 20 Apps,https://www.udemy.com/course/complete-ios-11-developer-course/,Rob Percival,4.947476,4133,26896,251,36.5시간
The Complete Android Developer Course: Beginner To Advanced!,https://www.udemy.com/course/androidcourse/,Joe Parys,4.187679,4121,98032,144,17.5시간
The Complete Xamarin Developer Course:  iOS And Android!,https://www.udemy.com/course/complete-xamarin-developer-course-ios-and-android/,Tim Buchalka's Learn Programming Academy,4.298671,4000,21836,187,27.5시간
SwiftUI Masterclass 2022 - iOS 15 App Development & Swift 5,https://www.udemy.com/course/swiftui-masterclass-course-ios-development-with-swift/,Robert Petras • 19 100+ Students • SwiftUI Masterclass,4.3773108,3318,19187,174,31시간
The Comprehensive Android App Development Masterclass,https://www.udemy.com/course/android-development-java-android-studio-masterclass/,"Paulo Dichone | Software Engineer, AWS Cloud Practitioner & Instructor",4.6331034,3180,18143,388,49.5시간
Flutter & Firebase: Build a Complete App for iOS & Android,https://www.udemy.com/course/flutter-firebase-build-a-complete-app-for-ios-android/,Andrea Bizzotto,4.620099,3097,12344,411,21시간
