강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간
DP-203: Data Engineering on Microsoft Azure + Practice Tests,https://www.udemy.com/course/dp200exam/,"Eshant Garg | AWS Certified Cloud Practitioner | LearnCloud.Info | 100,000+ Enrollments",4.5446315,5476,23723,186,24시간
Complete Agile Scrum Master Certification Training,https://www.udemy.com/course/complete-professional-scrum-master-training-exam-simulator/,"Omni Academy 200,000+ students",4.6764493,5471,28287,119,6시간
Azure Data Engineer Technologies for Beginners [Bundle],https://www.udemy.com/course/microsoft-azure-database-and-analytics/,"Eshant Garg | AWS Certified Cloud Practitioner | LearnCloud.Info | 100,000+ Enrollments",4.58195,5357,29068,318,33.5시간
Microsoft AZ-104:Azure Administrator Exam Certification 2020,https://www.udemy.com/course/az-100-skylines-academy/,Skylines Academy,4.445936,5240,20595,132,10.5시간
Microsoft 365 Administration (Exam 70-346),https://www.udemy.com/course/office-365-administration-exam-70-346/,Intellezy Trainers,4.3986363,5173,17725,89,6.5시간
Microsoft AZ-900 Certification: Azure Fundamentals,https://www.udemy.com/course/az-900-azurefundamentals/,Skylines Academy,4.483905,5145,19640,63,5시간
AWS Certified Security Specialty 2022,https://www.udemy.com/course/aws-certified-security-specialty/,Zeal Vora,4.5487943,4943,29191,242,27시간
Ultimate Google Certified Professional Cloud Architect 2022,https://www.udemy.com/course/google-cloud-architect-certifications/,Google Cloud Platform Gurus !,3.9098566,4934,69298,243,24시간
The Ultimate Agile Scrum Master Certification Training,https://www.udemy.com/course/the-ultimate-agile-scrum-master-certification-training/,Vladimir Raykov,4.7536173,4898,17861,59,5시간
AZ-400 Designing and Implementing DevOps Certification 2021,https://www.udemy.com/course/azure100/,Alan Rodrigues,4.5104074,4882,30118,258,20시간
AZ-500 Microsoft Azure Security Exam Certification 2022,https://www.udemy.com/course/exam-azure-2/,Alan Rodrigues,4.568023,4878,28184,281,20.5시간
CompTIA Pentest+ (Ethical Hacking) Course & Practice Exam,https://www.udemy.com/course/pentestplus/,"Jason Dion • 700,000+ Enrollments Worldwide",4.686716,4823,28622,230,31시간
IP Addressing and Subnetting ,https://www.udemy.com/course/ip-adressing-and-subnetting/,sikandar Shaik,4.599728,4744,95410,18,3.5시간
Agile Scrum Mastery: Full Project Simulation + Certification,https://www.udemy.com/course/agile-scrum-mastery/,Raj Elakkara,4.6556654,4649,20676,89,6.5시간
Advanced SQL : SQL Expert Certification Preparation Course,https://www.udemy.com/course/sql-advanced/,"Oracle Master Training • 150,000+ Students Worldwide",4.4409966,4602,32458,144,13.5시간
Salesforce Platform App Builder Certification Updating 2022,https://www.udemy.com/course/salesforce-platform-app-builder/,Mike Wheeler,4.3990107,4594,27954,181,18.5시간
Cisco CCNA 200-301 : Full Course For Networking Basics,https://www.udemy.com/course/new-ccna-full-course/,Networkel Inc.,4.519237,4591,23970,83,18.5시간
SQL & PostgreSQL for Beginners: Become an SQL Expert,https://www.udemy.com/course/sql-and-postgresql-for-beginners/,Jon Avis - SQL Instructor,4.559969,4560,21892,125,9시간
Microsoft SCCM Training,https://www.udemy.com/course/microsoft-sccm-training/,Kashif Akhter,4.5499926,4449,21065,97,11시간
Lean Six Sigma Green Belt Online Course (2022),https://www.udemy.com/course/lean-six-sigma-green-belt-online/,Nilakantasrinivasan Janakiraman,4.4260364,4388,17732,174,16시간
SAS Programming BASE certification course for SAS Beginners,https://www.udemy.com/course/sas-programming-for-beginners/,Sharon Cheng,4.448531,4334,21092,118,12.5시간
Certified ISTQB® Agile Tester Foundation Level Exam,https://www.udemy.com/course/istqb-agile-testing/,Maged Koshty,4.2042336,4314,18150,44,3.5시간
Six Sigma: Certified Lean Six Sigma Green Belt (Accredited),https://www.udemy.com/course/six-sigma-green-belt-training-certification-with-expertise-on-minitab/,Advanced Innovation Group Pro Excellence (AIGPE),4.589542,4325,20035,504,17.5시간
Oracle Java Certification - Pass the Associate 1Z0-808 Exam.,https://www.udemy.com/course/oracle-java-associate-certification-exam-course-1z0-808/,Tim Buchalka's Learn Programming Academy,4.3786783,4247,20306,134,20시간
TOTAL: CompTIA A+ Certification (220-1001) Practice Tests.,https://www.udemy.com/course/comptia-a-certification-1001-practice-test/,"Total Seminars • 900,000+ Enrollments",4.500341,4229,21174,0,270개의 질문
Cisco NEW CCNA R/S (200-125): The Complete Course,https://www.udemy.com/course/cisco-ccna-200-125-the-complete-course/,Lazaro Diaz,4.7731705,4201,20104,157,23.5시간
CISSP Certification: CISSP Domain 3 & 4 Boot Camp UPDATED 22,https://www.udemy.com/course/cissp-domain-3-4/,"Thor Pedersen | 290,000+ Enrollments Worldwide",4.712473,4151,26784,95,13시간
Identity and Access Management (IAM),https://www.udemy.com/course/identity-and-access-management-iam/,Rassoul Zadeh,4.4640675,3901,10768,72,5시간
PL-900: Microsoft Power Platform Fundamentals,https://www.udemy.com/course/pl-900-microsoft-power-platform-fundamentals-r/,Phillip Burton,4.4750857,3900,23290,95,7.5시간
Microsoft AZ-500 Certification: Azure Security Technologies,https://www.udemy.com/course/az-500-course/,Nick Colyer,4.495672,3838,18414,108,11시간
Exam AZ-305 - Designing Azure Infrastructure Solutions 2022,https://www.udemy.com/course/exam-az-microsoft-azure-exam-role1/,Alan Rodrigues,4.608773,3843,28374,239,17.5시간
Project Based Salesforce Admin & Adv Admin Hands-On Training,https://www.udemy.com/course/project-based-salesforce-admin-adv-admin-hands-on-training/,Archana Rajendran,4.419453,3833,17296,104,15시간
MD-100 Windows 10 Microsoft Instructor Led Training Course,https://www.udemy.com/course/md-100windows10course/,John Christopher,4.629664,3714,10986,61,8시간
ServiceNow Certified Administration For Beginners,https://www.udemy.com/course/servicenow/,Syed Ali,4.3560834,3687,16130,18,2시간
Snowflake – The Complete Masterclass (2022 Edition),https://www.udemy.com/course/snowflake-masterclass/,Nikolai Schuler,4.597739,3677,21800,163,13.5시간
Complete Salesforce Certified Platform Developer I Course,https://www.udemy.com/course/complete-salesforce-certified-platform-developer-i-course/,Walid El Horr,4.3972106,3661,19601,91,16.5시간
GCP Professional Cloud Architect: Google Cloud Certification,https://www.udemy.com/course/google-cloud-professional-cloud-architect-certification/,in28Minutes Official,4.6088147,3631,26074,315,20시간
TOTAL: CompTIA CySA+ Cybersecurity Analyst (CS0-002),https://www.udemy.com/course/comptia-cybersecurity-analyst-csa-cs0-001-the-total-course/,"Total Seminars • 900,000+ Enrollments",4.5010033,3621,20098,96,11.5시간
Deploying Your First Resources in Azure,https://www.udemy.com/course/getting-started-with-microsoft-azure/,Thomas Mitchell,4.5308156,3475,14050,20,2시간
