강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간
SQL Server 2016 Administration,https://www.udemy.com/course/sql-server-2016-administration-x/,Raphael Asghar,4.1577425,376,2614,37,6.5시간
Microsoft SQL Server 2017 Database Training For Beginners,https://www.udemy.com/course/microsoft-sql-server-training-for-beginners/,Valiveti Sekhar,4.171108,376,1502,102,11.5시간
The Philosophy of FileMaker - Part 1,https://www.udemy.com/course/the-philosophy-of-filemaker-part-1/,John Mark Osborne,4.681543,376,1119,91,8.5시간
SQL - Introduction to SQL with MySQL,https://www.udemy.com/course/sql-introduction-to-mysql/,Kyle Pew,4.7579937,372,1749,58,3시간
Oracle Database Administrator DBA,https://www.udemy.com/course/become-oracle-dbalearn-database-administration-from-scratch/,Oak Academy,4.370853,370,2702,66,7시간
SQL Tutorial For Tester,https://www.udemy.com/course/sql-tutorial-for-beginners/,S D Academy,4.117194,369,1019,32,2시간
Mastering SQL Query With SQL Server,https://www.udemy.com/course/what-is-sql-programming-language-with-examples/,Step2C Education,3.5763528,366,24936,108,10.5시간
Learn Azure Cosmos DB basics this weekend in 3 hour,https://www.udemy.com/course/azure-cosmosdb/,"Eshant Garg | AWS Certified Cloud Practitioner | LearnCloud.Info | 100,000+ Enrollments",4.4413033,363,2948,37,4.5시간
IBM Cognos Report Studio,https://www.udemy.com/course/ibm-cognos-report-studio/,Packt Publishing,4.0176086,363,2092,25,1.5시간
SQL Server 2017 Express Basics,https://www.udemy.com/course/basicsqlwithsqlserver2016/,T O,4.4664855,356,1788,41,6시간
The SQL Programming Essentials 2022 Immersive Training,https://www.udemy.com/course/the-sql-programming-essentials-immersive-training/,SDE OCTOPUS | AI,4.119047,356,53075,50,3.5시간
Learn Apache Solr with Big Data and Cloud Computing,https://www.udemy.com/course/learn-apache-solr-with-big-data-and-cloud-computing/,QScutter Tutorials,3.1504679,355,2066,55,5시간
The Complete SQL Course 2022 - Learn by Doing - SQL Server,https://www.udemy.com/course/the-complete-sql-course-2021-learn-by-doing/,Daniel Tait,4.5631723,348,1386,111,12.5시간
Beginner's Guide to PostgreSQL,https://www.udemy.com/course/beginners-guide-to-postgresql/,Miguel Alho,4.186651,343,1925,70,6시간
SQL for Developers and Analysts with MS SQL Server,https://www.udemy.com/course/sql-for-developers-and-analysts/,Biz Nigatu,3.8939533,339,9231,71,3.5시간
Advanced SQL Database Administration with MySQL Workbench,https://www.udemy.com/course/advanced-mysql-database-administration-dba/,Maven Analytics,4.748592,330,2966,81,8시간
DP-900 Azure Data Fundamentals 100% Original Practice Exam,https://www.udemy.com/course/dp900-azure-practice/,Scott Duffy  • 700.000+ Students,4.4274597,327,2753,0,159개의 질문
Learning Pivotal Cloud Foundry for Web Developers,https://www.udemy.com/course/learning-pivotal-cloud-foundry-for-web-developers/,Packt Publishing,3.866513,327,1729,20,2시간
