강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간
Aprende Linux desde lo básico a shell script,https://www.udemy.com/course/aprende-linux-desde-cero-hasta-programar-en-shell-script/,Apasoft Training,4.6050363,467,1600,170,15시간
Manual de sobrevivência do analista de suporte,https://www.udemy.com/course/manual-de-sobrevivencia-do-analista-de-suporte/,Eduardo Popovici,4.451741,455,1208,36,6.5시간
Curso Completo de Linux Ubuntu Server,https://www.udemy.com/course/linux-ubuntu-server-basico/,Beny Blanco,4.3549695,453,12306,67,6.5시간
Curso de Virtualbox Practico y Desde Cero,https://www.udemy.com/course/curso-de-virtualbox-practico-y-desde-cero/,Oscar Canelo,4.2184362,428,12502,32,2.5시간
Curso de GNU/Linux con CentOS y Debian (I - Gestión y Admin),https://www.udemy.com/course/curso-linux-1/,Frank Harbey Sanabria Florez,4.6925206,424,1595,162,28.5시간
Administração de Sistemas GNU/Linux: Fundamentos e Prática,https://www.udemy.com/course/adm-so-gnulinux/,Guilherme Rodrigues,4.7698054,421,4002,86,9시간
Curso Restfull Java Spring Boot,https://www.udemy.com/course/curso-restfull-java-spring-boot/,Alberto Palomar,4.271513,416,1418,127,8.5시간
Instalación y configuración de Exchange Server 2016,https://www.udemy.com/course/instalacion-y-configuracion-de-exchange-server-2016/,Victor Burgos,4.15403,416,1577,54,10시간
Gerenciando o Windows Server 2012 R2,https://www.udemy.com/course/gerenciando-o-windows-server-2012-r2/,Michael Soares,4.709607,416,1163,57,8시간
Curso NodeJS 2021 - Crea tus Aplicaciones RESTful,https://www.udemy.com/course/curso-nodejs-crea-tus-aplicaciones-restful/,Alberto Palomar,4.552184,411,7979,253,14시간
Universidad Visual Basic. net y SQLserver: De 0 a Experto,https://www.udemy.com/course/migrar-a-c-en-poco-tiempo/,Academia Apps,4.6241226,410,47431,81,29시간
Introducción a Servidores Linux con Debian,https://www.udemy.com/course/introduccion-debian/,Beny Blanco,3.9080207,407,14187,22,2.5시간
Curso de Reparación de Discos Duros y Recuperación de Datos,https://www.udemy.com/course/reparacion-discos-duros-y-recuperacion-datos/,Allan Montero,4.6218133,406,1267,35,3.5시간
Linux Completo + Servidores,https://www.udemy.com/course/linux-completo-servidores/,Humberto Froes Forsan,4.6587796,403,1722,37,16.5시간
Curso completo Openstack: De principiante a avanzado,https://www.udemy.com/course/curso-openstack-y-cloudcomputing/,JMG Virtual Consulting S.L,4.094883,403,2049,103,6시간
"Der perfekte Linux-Server für Web, Mail, FTP und Domains",https://www.udemy.com/course/der-perfekte-linux-server/,René Fürst,4.4054117,401,2919,35,4.5시간
Garoto de Informática - Formatação + 2 Cursos Técnicos,https://www.udemy.com/course/negocio-formatar-aprenda-a-criar-um-negocio-com-formatacao/,Nathanael Rodrigues,4.5935965,390,1047,72,6시간
Implementación de Servidores Linux (Módulo I),https://www.udemy.com/course/implementacion-de-servidores-con-centos-linux/,Juan Carlos Guzmán Contreras,4.842102,389,1426,124,14시간
"Curso de Mainframe completo, z/OS, desde 0",https://www.udemy.com/course/curso-de-mainframe-completo-zos-desde-0/,Enrique Gonzalez Plaza,4.6565676,388,1031,90,11시간
Microsoft Active Directory ve DNS Eğitimi - Bölüm1 Giriş,https://www.udemy.com/course/microsoft-active-directory-ve-dns-egitimi-bolum1-giris/,Hakan Uzuner,4.537475,383,1521,8,37분
Patrones de Diseño Java,https://www.udemy.com/course/patrones-de-diseno-java/,Alberto Palomar,4.5171437,375,5450,104,5시간
