강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간,category
실전예제로 더하는 파이썬/판다스 플러스 알파,https://www.udemy.com/course/evryomas/,사무직 직장인,0.0,0,30,18,36.0,data_science
Machine Learning A-Z™: Hands-On Python & R In Data Science,https://www.udemy.com/course/machinelearning/,Kirill Eremenko,4.5,158271,867190,320,2670.0,data_science
Python for Data Science and Machine Learning Bootcamp,https://www.udemy.com/course/python-for-data-science-and-machine-learning-bootcamp/,Jose Portilla,4.6,114115,533464,165,1500.0,data_science
The Data Science Course 2022: Complete Data Science Bootcamp,https://www.udemy.com/course/the-data-science-course-complete-data-science-bootcamp/,365 Careers,4.6,106635,488434,488,1800.0,data_science
R Programming A-Z™: R For Data Science With Real Exercises!,https://www.udemy.com/course/r-programming/,Kirill Eremenko,4.7,45733,229971,83,630.0,data_science
Deep Learning A-Z™: Hands-On Artificial Neural Networks,https://www.udemy.com/course/deeplearning/,Kirill Eremenko,4.6,40189,332865,174,1350.0,data_science
Data Science A-Z™: Real-Life Data Science Exercises Included,https://www.udemy.com/course/datascience/,Kirill Eremenko,4.5,31460,200600,219,1290.0,data_science
Statistics for Data Science and Business Analysis,https://www.udemy.com/course/statistics-for-data-science-and-business-analysis/,365 Careers,4.6,30647,139441,92,300.0,data_science
"Machine Learning, Data Science and Deep Learning with Python",https://www.udemy.com/course/data-science-and-machine-learning-with-python-hands-on/,Sundog Education by Frank Kane,4.6,27145,163008,115,930.0,data_science
Python A-Z™: Python For Data Science With Real Exercises!,https://www.udemy.com/course/python-coding/,Kirill Eremenko,4.5,23732,141835,76,660.0,data_science
Artificial Intelligence A-Z™: Learn How To Build An AI,https://www.udemy.com/course/artificial-intelligence-az/,Hadelin de Ponteves,4.3,20686,178042,123,990.0,data_science
Complete Guide to TensorFlow for Deep Learning with Python,https://www.udemy.com/course/complete-guide-to-tensorflow-for-deep-learning-with-python/,Jose Portilla,4.5,16421,92011,96,840.0,data_science
Apache Spark with Scala - Hands On with Big Data!,https://www.udemy.com/course/apache-spark-with-scala-hands-on-with-big-data/,Sundog Education by Frank Kane,4.4,15390,81974,68,540.0,data_science
Data Science and Machine Learning Bootcamp with R,https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-r/,Jose Portilla,4.7,14736,80268,128,1080.0,data_science
