강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간,category
Linux Mastery: Master the Linux Command Line in 11.5 Hours,https://www.udemy.com/course/linux-mastery/,Ziyad Yehia,4.7,18650,97639,72,690.0,IT_os_server
Complete Linux Training Course to Get Your Dream IT Job 2022,https://www.udemy.com/course/complete-linux-training-course-to-get-your-dream-it-job/,Imran Afzal,4.6,16762,95510,256,2130.0,IT_os_server
Microsoft Windows Server 2016 Training for Beginners,https://www.udemy.com/course/windows-server-2016/,Paul Hill,4.5,10348,56474,72,390.0,IT_os_server
Linux Shell Scripting: A Project-Based Approach to Learning,https://www.udemy.com/course/linux-shell-scripting-projects/,Jason Cannon,4.5,9740,70800,49,750.0,IT_os_server
Active Directory & Group Policy Lab,https://www.udemy.com/course/active-directory-group-policy-2012/,Paul Hill,4.6,8938,48708,74,420.0,IT_os_server
Linux for Beginners,https://www.udemy.com/course/linuxforbeginners/,Jason Cannon,4.6,8329,34385,77,480.0,IT_os_server
Microsoft SCCM/Endpoint Configuration Manager for Beginners,https://www.udemy.com/course/system-center-configuration-manager/,Paul Hill,4.6,7631,32560,104,570.0,IT_os_server
Learning Windows PowerShell,https://www.udemy.com/course/learning-windows-powershell/,Infinite Skills,4.3,6066,29550,62,300.0,IT_os_server
Windows Server 2012 System Administration: Get an IT Job!,https://www.udemy.com/course/systems-administration-101-active-directory/,Paul Hill,4.5,5893,25357,27,120.0,IT_os_server
IT Help Desk Professional,https://www.udemy.com/course/help-desk/,Paul Hill,4.3,5437,17425,20,90.0,IT_os_server
Windows Server 2016 Administration,https://www.udemy.com/course/windows-server-2016-administration-and-deployment/,Kevin Brown,4.5,5320,20749,107,630.0,IT_os_server
Linux for Absolute Beginners!,https://www.udemy.com/course/linux-system-admin/,Joseph Delgadillo,4.3,4400,300708,86,450.0,IT_os_server
Mastering Data Modeling Fundamentals,https://www.udemy.com/course/mastering-data-modeling-fundamentals/,Alan Simon,4.5,4304,18775,37,180.0,IT_os_server
Linux for Network Engineers: Practical Linux with GNS3,https://www.udemy.com/course/linux-for-network-engineers-practical-linux-with-gns3/,David Bombal,4.7,3994,187113,125,780.0,IT_os_server
"VMware vSphere 6.0 Part 1 - Virtualization, ESXi and VMs",https://www.udemy.com/course/getting-started-with-vmware-esxi-60-hypervisor/,"Larry Karnis (Teaching VMware vSphere, ESXi and vCenter for 18+ years)",4.5,3880,16198,170,540.0,IT_os_server
Linux Basics: All You Need To Know To Start,https://www.udemy.com/course/introduction-to-linux-centos-7/,Mohamed Khalil,4.1,3662,55708,26,180.0,IT_os_server
Learn Linux Administration and Supercharge Your Career,https://www.udemy.com/course/linux-administration/,Jason Cannon,4.7,3373,30361,66,660.0,IT_os_server
"Windows Server 2019: Active Directory, GPO, R. Server Access",https://www.udemy.com/course/windows-server-2019-active-directory-and-group-policies-gpo/,Denilson Bonatti,4.6,3342,17515,92,360.0,IT_os_server
The Complete VMware vSphere 7: Beginner to Advanced-pt 1/2,https://www.udemy.com/course/vmware-vsphere/,Fettah Ben,4.2,3286,17492,111,690.0,IT_os_server
Linux Administration with Troubleshooting Skills: Hands-On,https://www.udemy.com/course/red-hat-linux-administration-advance-level-troubleshooting/,Shikhar Verma • 50k+ Students Worldwide,4.5,3094,16650,406,2460.0,IT_os_server
Ermin Kreponic's Course for CentOS and Red Hat Linux - RHCSA,https://www.udemy.com/course/red-hat-linux-centos-rhcsa/,Ermin Kreponic,4.4,3073,72243,74,1020.0,IT_os_server
Operating Systems from scratch - Part 1,https://www.udemy.com/course/operating-systems-from-scratch-part1/,Vignesh Sekar,4.6,2808,14844,66,510.0,IT_os_server
Complete Linux course: Become a Linux professional,https://www.udemy.com/course/linux-crash-course/,Mohamed Khalil,3.8,2648,23405,70,840.0,IT_os_server
PowerShell for Active Directory Administrators,https://www.udemy.com/course/powershell-for-active-directory-administrators/,Kevin Brown,4.6,2444,10776,22,180.0,IT_os_server
Complete Linux Bash Shell Scripting with Real Life Examples,https://www.udemy.com/course/linux-bash-shell-scripting-through-real-life-examples/,Imran Afzal,4.5,2370,18955,86,870.0,IT_os_server
Ubuntu Linux Server Basics,https://www.udemy.com/course/become-an-ubuntu-server-pro-in-just-3-days/,Cody Ray Miller,4.4,2336,13203,47,390.0,IT_os_server
Windows Server 2019 Administration,https://www.udemy.com/course/windows-server-2019-administration-h/,Kevin Brown,4.7,2299,11344,213,1260.0,IT_os_server
Complete Windows Server 2016 Administration Course,https://www.udemy.com/course/complete-windows-server-2016-administration-course/,Imran Afzal,4.6,2298,11682,133,870.0,IT_os_server
Advanced Scripting & Tool Making using Windows PowerShell,https://www.udemy.com/course/advanced-scripting-tool-making-using-windows-powershell/,TechSckool By Vijay,4.4,2232,17052,60,390.0,IT_os_server
Windows 10 Troubleshooting,https://www.udemy.com/course/windows-10-troubleshooting/,Intellezy Trainers,4.5,2106,6559,36,270.0,IT_os_server
Get up to speed with Windows 10,https://www.udemy.com/course/get-up-to-speed-with-windows-10/,Ulrika Hedlund,4.3,1917,4831,10,33.0,IT_os_server
Web Server IIS Mastery Course,https://www.udemy.com/course/mastering-web-server-iis-85-from-scratch/,Hasan Aboul Hasan,4.3,1845,8598,84,270.0,IT_os_server
Windows 10 Essentials,https://www.udemy.com/course/windows-10-essentials/,Bigger Brains,4.8,1735,18481,8,60.0,IT_os_server
Mastering Group Policy: Windows Server 2019 and Server 2016,https://www.udemy.com/course/mastering-group-policy-on-windows-server-2016/,Kevin Brown,4.7,1721,9249,40,210.0,IT_os_server
Linux for Cloud & DevOps Engineers,https://www.udemy.com/course/valaxy-linux/,AR Shankar | Valaxy Technologies,4.5,1691,44131,40,240.0,IT_os_server
Linux Command Line Essentials - Become a Linux Power User!,https://www.udemy.com/course/linux-command-line/,Jason Cannon,4.5,1618,7160,17,90.0,IT_os_server
Windows Server 2019 Training for Beginners,https://www.udemy.com/course/windows-server-2019-training/,Paul Hill,4.5,1601,6214,28,150.0,IT_os_server
PowerShell: Step-by-step,https://www.udemy.com/course/powershell-51-and-6/,Kevin Brown,4.5,1599,7414,54,360.0,IT_os_server
PowerShell - essential course with labs,https://www.udemy.com/course/powershell-essential-course-with-labs/,Raphael Craig,4.3,1564,13760,71,210.0,IT_os_server
Learn Microsoft Windows 10 the Easy Way for Beginners,https://www.udemy.com/course/learn-microsoft-windows-10-training-course/,Simon Sez IT,4.3,1541,6501,53,480.0,IT_os_server
Mastering DNS on Windows Server,https://www.udemy.com/course/mastering-dns-on-windows-server-2016/,Robert Hill,4.6,1470,14188,49,300.0,IT_os_server
Windows Server Update Services (WSUS) Training For Beginners,https://www.udemy.com/course/windows-server-update-services-wsus/,Paul Hill,4.6,1443,5650,23,150.0,IT_os_server
Clear and Simple VMware vSAN 6.7 (Virtual SAN),https://www.udemy.com/course/vmwarevsan/,Rick Crisci,4.7,1422,5655,21,180.0,IT_os_server
"Microsoft windows server 2016 industry lab MCSA ""fast track""",https://www.udemy.com/course/microsoft-server-2016-mcsa-industry-labs/,Dante Leo,4.5,1343,8949,167,1740.0,IT_os_server
Hyper-V on Windows Server 2016 and Windows 10,https://www.udemy.com/course/hyper-v-on-windows-server-2016-and-windows-10/,Kevin Brown,4.7,1260,4533,42,240.0,IT_os_server
VBScripting Fundamentals (Updated 2021),https://www.udemy.com/course/vb-scripting-fundamentals/,Coding Gears | Train Your Brain,4.2,1243,6610,153,660.0,IT_os_server
CentOS 7 Linux Server: Alternative to Red Hat Enterprise,https://www.udemy.com/course/centos-7-linux-server-administration-alternative-to-red-hat-enterprise/,Cody Ray Miller,4.6,1188,6321,44,270.0,IT_os_server
Application Packaging Training,https://www.udemy.com/course/application-packaging-training/,Kashif Akhter,4.5,1172,5143,48,510.0,IT_os_server
Computer Basics - Windows 7/10 - Desktop IT Support Training,https://www.udemy.com/course/it-basics-for-end-users-and-helpdesk-staff/,John Courtenay,4.5,1148,40732,17,32.0,IT_os_server
Linux Administration: The Complete Linux Bootcamp for 2022,https://www.udemy.com/course/master-linux-administration/,Andrei Dumitrescu,4.6,1084,7809,213,1260.0,IT_os_server
Fundamentals of Unix and Linux System Administration,https://www.udemy.com/course/fundamentals-of-unix-and-linux-system-administration/,Eduonix Learning Solutions,4.6,1048,8063,109,1410.0,IT_os_server
Tally.ERP9+TallyPrime+GST+IncomeTax+TDS+MS Excel (ComboPack),https://www.udemy.com/course/tally-erp-9-gst-ms-excel-online-course-udemy/,Urs Ravi I Vedanta Educational Academy,4.2,1040,7054,338,2940.0,IT_os_server
Learn Linux administration and linux command line skills,https://www.udemy.com/course/learn-linux-administration-and-linux-command-line-skills/,Kashif Ali,4.5,1039,15188,235,1830.0,IT_os_server
Terraform Beginner to Advanced - Using Google Cloud Platform,https://www.udemy.com/course/terraform-beginner-to-advanced-using-google-cloud-platform/,DevOps Made Easy,4.1,1025,5204,29,150.0,IT_os_server
Hands-on Linux: Self-Hosted WordPress for Linux Beginners,https://www.udemy.com/course/hands-on-linux-self-hosted-wordpress-for-linux-beginners/,David Cohen,4.9,1004,4335,74,540.0,IT_os_server
Advanced IT Troubleshooting for Helpdesk Support Technicians,https://www.udemy.com/course/advanced-it-troubleshooting-for-helpdesk-support-technicians/,John Courtenay,4.1,978,37839,15,32.0,IT_os_server
Linux Technical Interview Questions and Answers,https://www.udemy.com/course/linux-technical-interview-questions-and-answers/,Kashif Ali,4.6,953,21846,146,990.0,IT_os_server
3 Days Linux Administration Course,https://www.udemy.com/course/perfect-3-days-linux-course/,Imran Afzal,4.6,950,31138,84,660.0,IT_os_server
Complete Linux Troubleshooting Course (Practical Examples),https://www.udemy.com/course/linux-troubleshooting-course/,Imran Afzal,4.6,937,8845,107,990.0,IT_os_server
Unleashing the Mac OS X Terminal for Absolute Beginners,https://www.udemy.com/course/mac-bash-terminal/,Jason Taylor,4.3,918,5547,34,90.0,IT_os_server
Ubuntu Desktop for Beginners: Start Using Linux Today!,https://www.udemy.com/course/ubuntu-desktop-for-beginners-course-tutorial/,Cody Ray Miller,4.5,881,5276,40,210.0,IT_os_server
Advanced Windows Performance Troubleshooting,https://www.udemy.com/course/how-to-troubleshoot-windows-performance-with-wpt/,Zine Eddine BENDJABALLAH,4.3,875,3922,22,150.0,IT_os_server
Help Desk Professional: A guide to your IT career,https://www.udemy.com/course/help-desk-professional/,Zachary Avant,4.4,851,2566,77,330.0,IT_os_server
Remote Desktop Services Windows Server 2016,https://www.udemy.com/course/rds-windows-server/,Hasan Aboul Hasan,4.4,846,2928,49,210.0,IT_os_server
Linux Bash Shell Scripting: Complete Guide (incl. AWK & SED),https://www.udemy.com/course/linux-bash-shell-scripting-complete-guide-incl-awk-sed/,Richard Böhm,4.3,842,4426,95,510.0,IT_os_server
Mastering Windows 10 Made Easy Training Tutorial,https://www.udemy.com/course/mastering-windows-10-made-easy-training-tutorial/,"TeachUcomp, Inc.",3.9,825,2931,167,540.0,IT_os_server
Windows Command Line (cmd) & Batch Script Management,https://www.udemy.com/course/windows-command-line-cmd-batch-script-management/,John Courtenay,4.3,808,66945,16,31.0,IT_os_server
OpenStack Installation and Deployment,https://www.udemy.com/course/openstack-installation-and-deployment/,Kris Celmer,4.5,803,5182,73,750.0,IT_os_server
Ubuntu Linux Fundamentals Linux Server Administration Basics,https://www.udemy.com/course/ubuntu-server-fundamentals-manage-linux-server-with-ubuntu/,Ted LeRoy,4.5,801,5187,117,690.0,IT_os_server
Installing and Configuring Windows Server 2012 (70-410),https://www.udemy.com/course/installing-and-configuring-windows-server-2012-70-410/,LearnSmart LLC,4.4,799,5237,206,960.0,IT_os_server
Linux for beginners: Learn Linux from Scratch!,https://www.udemy.com/course/linux-for-beginners-everyone/,Adolfo Olivo,4.1,796,27530,17,90.0,IT_os_server
The Guide to macOS Sierra / High Sierra,https://www.udemy.com/course/macossierra/,MacMost & Gary Rosenzweig,4.7,780,3590,56,270.0,IT_os_server
The Guide To macOS Mojave,https://www.udemy.com/course/macmojave/,MacMost & Gary Rosenzweig,4.2,765,3012,66,450.0,IT_os_server
Apple macOS and iOS System Administration,https://www.udemy.com/course/apple-macos-and-ios-system-administration/,Automata Technology,4.4,764,3834,101,750.0,IT_os_server
Operating Systems from scratch - Part 2,https://www.udemy.com/course/operatingsystems/,Vignesh Sekar,4.7,760,7663,103,750.0,IT_os_server
Introduction to Containers - One Hour Crash Course,https://www.udemy.com/course/containercrashcourse/,Rick Crisci,4.4,738,7495,13,90.0,IT_os_server
macOS Catalina Basics,https://www.udemy.com/course/macos-catalina/,MacMost & Gary Rosenzweig,4.6,733,2319,45,270.0,IT_os_server
Microsoft Windows Server 2016 Certification (70-741),https://www.udemy.com/course/microsoft-windows-server-2016-beginner-to-expert/,"BlueTech Academy, Inc.",4.2,721,5413,58,300.0,IT_os_server
Applied Linux Command Line and Shell Scripting Zero to Elite,https://www.udemy.com/course/complete-linux-command-line-and-terminal-productivity/,Seyed Farshid Miri,4.4,700,94836,42,540.0,IT_os_server
Microsoft Server 2012 R2 - Hands-on Training Part I,https://www.udemy.com/course/windows-server-2012-r2-installation-and-configuration/,Prof. K,4.7,698,36474,63,450.0,IT_os_server
OWASP Proactive Controls,https://www.udemy.com/course/owasp-proactive-controls/,Stone River eLearning,4.2,674,1733,30,180.0,IT_os_server
AIX Administration for Absolute Beginners: Better than Linux,https://www.udemy.com/course/aix-admin/,Adeel Afzal,4.5,665,2589,40,120.0,IT_os_server
Windows Deployment Services: Build Your Server From Scratch,https://www.udemy.com/course/wds-server/,Omar Dabbas,4.3,659,5584,25,120.0,IT_os_server
Complete Linux Security & Hardening with Practical Examples,https://www.udemy.com/course/complete-linux-security-hardening-with-practical-examples/,Imran Afzal,4.4,654,32377,130,990.0,IT_os_server
Linux Inter Process Communication (IPC) from Scratch in C,https://www.udemy.com/course/linuxipc/,Abhishek CSEPracticals,4.4,644,4210,74,540.0,IT_os_server
Embedded Linux using Yocto,https://www.udemy.com/course/embedded-linux-using-yocto/,Linux Trainer,3.8,638,4396,81,270.0,IT_os_server
Learn Ubuntu in 7 days,https://www.udemy.com/course/learn-ubuntu-in-7-days/,Rajinder Sidhu,4.4,619,13413,7,60.0,IT_os_server
Microsoft Windows Server 2019 - Hands-on Training Part I,https://www.udemy.com/course/microsoft-windows-server-2019-hands-on-training-part-i/,Prof. K,4.6,615,51552,67,360.0,IT_os_server
Linux System Programming Techniques & Concepts,https://www.udemy.com/course/advance-programming-concepts/,Abhishek CSEPracticals,4.6,610,5405,153,870.0,IT_os_server
Administering Windows Server 2012 (70-411),https://www.udemy.com/course/administering-windows-server-2012-70-411/,LearnSmart LLC,4.8,609,5490,187,1260.0,IT_os_server
Linux Command Line Terminal Basic for Beginners (In Hindi),https://www.udemy.com/course/linux-command-line-terminal-basic-for-beginner-in-hindi/,Jaikishan Mohanty,4.5,606,52347,32,240.0,IT_os_server
Linux Performance Monitoring & Analysis - Hands On !!,https://www.udemy.com/course/linux-performance-monitoring-analyzing/,Shikhar Verma • 50k+ Students Worldwide,4.2,593,3682,67,300.0,IT_os_server
Linux Command Line for Beginners,https://www.udemy.com/course/linux-command-line-for-beginners-42/,Naveen Karippai,3.9,578,15033,60,60.0,IT_os_server
The Complete VMware vSphere 7 : Beginner to Advanced-pt 2/2,https://www.udemy.com/course/vmware-vsphere-2/,Fettah Ben,4.2,579,8516,131,750.0,IT_os_server
Windows 10,https://www.udemy.com/course/windows-10/,Learnit Anytime,4.5,568,2299,23,120.0,IT_os_server
Learning IT Help Desk Basics,https://www.udemy.com/course/learning-it-help-desk-basics/,Zulqarnain Hayat,4.1,566,14735,26,210.0,IT_os_server
Introduction to Real-Time Operating System (RTOS),https://www.udemy.com/course/introduction-to-rtos/,Amr Ali,4.2,565,3454,42,180.0,IT_os_server
IT Support and Service Desk jobs -Crash Course for Beginners,https://www.udemy.com/course/it-support-and-service-desk-part1/,Marious Kuriata,4.4,553,1584,37,240.0,IT_os_server
Xero Online Bookkeeping,https://www.udemy.com/course/xero-cloud-accounting/,Lisa Newton,4.0,535,1767,61,420.0,IT_os_server
Dependency Injection in .NET 5 (.NET Core),https://www.udemy.com/course/dependency-injection-in-net-5-net-core/,Bhrugen Patel,4.4,533,2935,48,180.0,IT_os_server
10 Things Every Production SQL Server Should Have,https://www.udemy.com/course/10-things-every-production-sql-server-should-have/,Mike West,4.1,527,9051,39,90.0,IT_os_server
"VMware vSphere 6.0 Part 2 - vCenter, Alarms and Templates",https://www.udemy.com/course/vmware-vsphere-60-part-2-vcenter-alarms-and-templates/,"Larry Karnis (Teaching VMware vSphere, ESXi and vCenter for 18+ years)",4.8,521,4954,219,630.0,IT_os_server
Linux Crash Course for Beginners - 2022,https://www.udemy.com/course/learn-linux-on-a-weekend/,Imran Afzal,4.5,519,20008,49,360.0,IT_os_server
Linux Administration +Linux Command Line+Linux Server 3 in 1,https://www.udemy.com/course/linux-administration-commend-line-complete-guide/,Up Degree,4.0,515,25722,59,810.0,IT_os_server
Linux BASH Shell Terminal Command Basics,https://www.udemy.com/course/linux-terminal-command-basics/,JP COURSES,4.4,512,44591,6,240.0,IT_os_server
Oracle Solaris 11 Administration and Sun Cluster Practical,https://www.udemy.com/course/solaris-114-administration-and-sun-cluster-with-hands-on/,Zulqarnain Hayat,4.0,509,1716,44,330.0,IT_os_server
Docker 101 - 10 Day Hackathon,https://www.udemy.com/course/docker-10days/,Mohd Junaid (Jay),4.6,504,2842,45,330.0,IT_os_server
Linux Command Line - From Zero to Expert,https://www.udemy.com/course/linux-command-line-zero-to-expert/,Mohammad Nauman,3.9,501,2390,25,150.0,IT_os_server
SAP Extended Warehouse Management - Fundamentals of SAP EWM,https://www.udemy.com/course/sap-extended-warehouse-management-the-fundamentals-of-ewm/,KnowYour EWM,4.3,495,2078,16,120.0,IT_os_server
Learn the Mac Terminal Today,https://www.udemy.com/course/mac-terminal/,Dustin Laverick,4.6,492,3827,15,60.0,IT_os_server
Operating Systems Part 3 : Synchronization and Deadlock,https://www.udemy.com/course/operating-systems-online-course/,Vignesh Sekar,4.6,474,5074,95,930.0,IT_os_server
Linux Logical Volume Manager (LVM),https://www.udemy.com/course/linux-logical-volume-manager-lvm/,Jason Cannon,4.6,454,1990,10,60.0,IT_os_server
Domain Name System (DNS) Administration- Windows Server 2016,https://www.udemy.com/course/installing-configuring-dns-services-on-windows-server-2016/,John Courtenay,3.6,451,47792,16,33.0,IT_os_server
Speeding Up Your PC,https://www.udemy.com/course/speeding-up-your-pc/,Nazir Hakim,4.1,440,19079,15,36.0,IT_os_server
Build up on VMware vSphere & ESXi in Enterprise Environmmet,https://www.udemy.com/course/basics-of-vmware-virtualization/,Gabriel Avramescu,4.8,438,2719,25,150.0,IT_os_server
Linux Operating System: A complete Linux guide for Beginners,https://www.udemy.com/course/linux-operating-system-with-shell-from-scratch-for-beginners/,Ankush Choudhary,4.3,435,40512,53,210.0,IT_os_server
Certified Ethical Hacker (CEH) Certification Prep Course,https://www.udemy.com/course/ethical-hacker-eh/,Stone River eLearning,4.5,432,2648,21,390.0,IT_os_server
Windows 10 Services Administration and Troubleshooting,https://www.udemy.com/course/windows-10-services-administration-and-troubleshooting/,John Courtenay,4.2,414,28334,15,32.0,IT_os_server
The Guide to iCloud,https://www.udemy.com/course/guide-to-icloud/,MacMost & Gary Rosenzweig,4.3,406,1354,27,240.0,IT_os_server
"vSphere 7 Overview: Upgrade Demos, Changes, & New Features",https://www.udemy.com/course/vsphere7/,Rick Crisci,4.7,393,2129,38,240.0,IT_os_server
"VMware vSphere 6.0 Part 3 - Storage, Resources, VM Migration",https://www.udemy.com/course/vmware-vsphere-60-part-3-storage-vmfs-resources-vm-migration/,"Larry Karnis (Teaching VMware vSphere, ESXi and vCenter for 18+ years)",4.6,393,3931,152,360.0,IT_os_server
Complete SAP OS/DB Migration,https://www.udemy.com/course/complete-sap-osdb-migration/,eLearnGenie .,4.1,394,1926,34,300.0,IT_os_server
Windows 10 System Administration & Basic Computer Skills,https://www.udemy.com/course/windows-10-administration-basic-troubleshooting/,John Courtenay,4.1,392,28325,15,30.0,IT_os_server
The Complete Ubuntu Linux Server Administration Course 2022,https://www.udemy.com/course/the-complete-ubuntu-linux-server-administration-course/,Prashant Shinde,4.1,390,18056,62,570.0,IT_os_server
HAProxy for Beginners,https://www.udemy.com/course/haproxy-a/,Hadi Alnabriss,4.2,384,1572,16,90.0,IT_os_server
Real World Python Test Automation with Pytest (Django app),https://www.udemy.com/course/pytest-course/,Eden Marco,4.6,369,2649,69,420.0,IT_os_server
UBUNTU Linux Server,https://www.udemy.com/course/ubuntu-linux-server/,Zulqarnain Hayat,4.5,348,60015,24,210.0,IT_os_server
"High Availability for the LAMP Stack, Step-by-Step",https://www.udemy.com/course/high-availability-lamp-stack/,Jason Cannon,4.2,342,4321,24,120.0,IT_os_server
Linux Kernel Driver Programming with Embedded Devices,https://www.udemy.com/course/linux-kernel-driver-programming-with-embedded-devices/,AJ Singh,2.8,338,2002,43,300.0,IT_os_server
Introduction to the Cloud - 90 Minute Crash Course,https://www.udemy.com/course/cloudintro/,Rick Crisci,4.5,337,1429,10,120.0,IT_os_server
Ubuntu Linux Desktop Basics,https://www.udemy.com/course/ubuntu-linux-dekstop-basics/,Zulqarnain Hayat,4.5,335,47965,27,150.0,IT_os_server
ComputerCavalry: IT Help Desk Training for IT Professionals!,https://www.udemy.com/course/computercavalry-it-helpdesk/,Korey Sheppard,4.5,334,2867,10,90.0,IT_os_server
Mastering Salt Stack: From Ground To Cloud,https://www.udemy.com/course/mastering-saltstack-from-ground-to-cloud/,Milenko Letic,4.2,334,8095,18,90.0,IT_os_server
Identity & Access Management - Azure Active Directory - 2021,https://www.udemy.com/course/identity-access-management-azure-active-directory-2020/,Anand Rao Nednur,4.2,332,6785,41,210.0,IT_os_server
Proxmox VE 6,https://www.udemy.com/course/proxmox-ve-5/,Hadi Alnabriss,4.6,330,1701,122,600.0,IT_os_server
Operating Systems Final Part (4) : File Systems & Threads,https://www.udemy.com/course/operating-systems-computer-science-course/,Vignesh Sekar,4.6,323,4538,64,600.0,IT_os_server
Learn Windows & Linux Command Line,https://www.udemy.com/course/command-line-course/,Fettah Ben,4.1,322,2142,47,240.0,IT_os_server
Ansible from Beginner to Advanced in No Time!,https://www.udemy.com/course/ansible-from-beginner-to-advanced-in-no-time-practical-2018/,Milenko Letic,4.3,321,10834,10,60.0,IT_os_server
Administrating Red Hat Enterprise Linux 8 (2022),https://www.udemy.com/course/administrating-red-hat-enterprise-linux-el-administration/,Vitalii Shumylo,4.1,319,4520,226,1770.0,IT_os_server
Operating Systems Concept and Design Principles for Beginner,https://www.udemy.com/course/operating-systems-concept-and-design-principles/,Bina Nusantara University,3.3,319,11463,22,90.0,IT_os_server
How to Become a World Class SQL Server Performance Tuner,https://www.udemy.com/course/sql-server-performance-tuning-101/,Mike West,4.4,317,2231,50,120.0,IT_os_server
Microsoft Windows Server 2016 - Hands-on Training Part I,https://www.udemy.com/course/server-2016-hands-on-training/,Prof. K,4.7,313,28063,74,450.0,IT_os_server
Learn Advance Unix/Linux : File Processing using AWK & SED,https://www.udemy.com/course/advance-unix-commands/,Testing World,4.0,306,1956,95,420.0,IT_os_server
2022 Salesforce Flows: The Complete Guide to Lightning Flows,https://www.udemy.com/course/salesforce-lightning-flow-builder-the-complete-guide/,Nick Frates,4.5,305,1607,75,450.0,IT_os_server
Linux KVM for System Engineers,https://www.udemy.com/course/linux-kvm-for-system-engineers/,Yogesh Mehta,4.1,304,1617,16,120.0,IT_os_server
Windows Server 2016 Active Directory DNS DHCP File Server,https://www.udemy.com/course/windows-server-2016-build-network-from-scratch/,iDevMaster.com Dev and IT Courses,4.0,302,2598,19,180.0,IT_os_server
"VMware vSphere 6.0 Part 4 - Clusters, Patching, Performance",https://www.udemy.com/course/vmware-vsphere-60-part-4-drs-ha-clusters-ft-patching-performance/,"Larry Karnis (Teaching VMware vSphere, ESXi and vCenter for 18+ years)",4.6,293,3341,185,480.0,IT_os_server
Learn Bash Quickly: A Hands-on approach to Linux Automation,https://www.udemy.com/course/learn-bash-quickly/,Ahmed Alkabary,4.6,293,33478,84,510.0,IT_os_server
Computer Repair: Fix Your Own Computer At Home,https://www.udemy.com/course/computer-repair/,Caleb Stultz,3.9,291,2054,23,60.0,IT_os_server
Introduction To Linux High Availability Clustering,https://www.udemy.com/course/linux-high-availability-clustering/,Muhamad Elkenany,4.6,287,7114,32,150.0,IT_os_server
Learn Linux Administration Through Practical Examples,https://www.udemy.com/course/learn-linux-administration-through-practical-examples/,Carmen Balan,3.8,285,1872,68,240.0,IT_os_server
Certified Wireless Security Professional (CWSP),https://www.udemy.com/course/certified-wireless-security-professional-cwsp/,Stone River eLearning,4.7,281,2404,214,810.0,IT_os_server
"Linux Command Line, Bash Shell, Scripting AWK & SED on Linux",https://www.udemy.com/course/linux-commands/,Deepali Srivastava,4.5,276,1690,82,600.0,IT_os_server
Ubuntu Linux Server Troubleshooting,https://www.udemy.com/course/ubuntu-linux-server-troubleshooting/,Cody Ray Miller,4.5,276,4633,30,120.0,IT_os_server
Docker Essentials for Python Developers,https://www.udemy.com/course/docker-essentials-for-python-developers/,Kris Celmer,4.4,275,1947,78,480.0,IT_os_server
MS-DOS Complete Course: from Zero to Professional!,https://www.udemy.com/course/msdos-cmd/,Abdulrahman Niazi,3.8,275,7742,38,120.0,IT_os_server
